geo_level,geo_name,year,state_name,pct_black_alone,pct_with_health_insurance,pct_with_health_insurance_white_alone,pct_with_health_insurance_black_alone,pct_with_health_insurance_asian_alone,pct_with_health_insurance_hispanic,quartiles_pct_with_health_insurance
zcta,77863,2022,,100,100,,100,,,Top 25% of geographies
zcta,20373,2022,,43,100,,100,,100,Top 25% of geographies
zcta,22729,2022,,35.5,100,100,100,,,Top 25% of geographies
zcta,20765,2022,,30,100,100,100,,,Top 25% of geographies
zcta,14511,2022,,3.4,100,100,100,,100,Top 25% of geographies
zcta,12069,2022,,17.4,100,100,100,,,Top 25% of geographies
zcta,36915,2022,,15.7,100,100,100,,,Top 25% of geographies
zcta,42323,2022,,5.4,100,100,100,,100,Top 25% of geographies
zcta,22509,2022,,48,100,100,100,,,Top 25% of geographies
zcta,39115,2022,,87.4,100,100,100,,,Top 25% of geographies
zcta,22646,2022,,100,100,,100,,,Top 25% of geographies
zcta,20899,2022,,44.1,100,100,100,,100,Top 25% of geographies
zcta,23085,2022,,38.9,100,100,100,,,Top 25% of geographies
zcta,02030,2022,,1.7,100,100,100,100,100,Top 25% of geographies
zcta,10527,2022,,5.8,100,100,100,,100,Top 25% of geographies
zcta,27841,2022,,100,100,,100,,,Top 25% of geographies
zcta,41746,2022,,18.7,100,100,100,,100,Top 25% of geographies
zcta,93238,2022,,0.9,100,100,100,100,100,Top 25% of geographies
zcta,14814,2022,,0.8,100,100,100,100,100,Top 25% of geographies
zcta,12196,2022,,0.2,100,100,100,,100,Top 25% of geographies
zcta,36512,2022,,100,100,,100,,,Top 25% of geographies
zcta,02199,2022,,4.6,100,100,100,100,100,Top 25% of geographies
zcta,71651,2022,,2.1,100,100,100,,,Top 25% of geographies
zcta,62885,2022,,8.9,100,100,100,,,Top 25% of geographies
zcta,10922,2022,,7.5,100,100,100,100,100,Top 25% of geographies
zcta,14752,2022,,4.3,100,100,100,,,Top 25% of geographies
zcta,92092,2022,,1.9,100,100,100,100,100,Top 25% of geographies
zcta,21669,2022,,8.6,100,100,100,,,Top 25% of geographies
zcta,23354,2022,,5.8,100,100,100,,,Top 25% of geographies
zcta,12786,2022,,3.3,100,100,100,,100,Top 25% of geographies
zcta,23963,2022,,43.2,100,100,100,,,Top 25% of geographies
zcta,40061,2022,,0.8,100,100,100,,,Top 25% of geographies
zcta,67260,2022,,14.4,100,100,100,100,100,Top 25% of geographies
zcta,23050,2022,,32.5,100,100,100,,100,Top 25% of geographies
zcta,12743,2022,,0.6,100,100,100,,,Top 25% of geographies
zcta,12427,2022,,0.7,100,100,100,100,100,Top 25% of geographies
zcta,20674,2022,,15.5,100,100,100,100,100,Top 25% of geographies
zcta,02872,2022,,6.1,100,100,100,,,Top 25% of geographies
zcta,33924,2022,,30.4,100,100,100,100,100,Top 25% of geographies
zcta,97481,2022,,2.6,100,100,100,,,Top 25% of geographies
zcta,62996,2022,,11.1,100,100,100,,,Top 25% of geographies
zcta,02564,2022,,17.8,100,100,100,100,,Top 25% of geographies
zcta,33856,2022,,6.4,100,100,100,,100,Top 25% of geographies
zcta,70836,2022,,64.1,100,100,100,100,100,Top 25% of geographies
zcta,23488,2022,,100,100,,100,,,Top 25% of geographies
zcta,98505,2022,,5.2,100,100,100,100,100,Top 25% of geographies
zcta,79781,2022,,24.6,100,100,100,,100,Top 25% of geographies
zcta,60208,2022,,3.1,100,100,100,100,100,Top 25% of geographies
zcta,26543,2022,,100,100,,100,,,Top 25% of geographies
zcta,21767,2022,,0.6,100,100,100,,100,Top 25% of geographies
zcta,12742,2022,,0.5,100,100,100,,100,Top 25% of geographies
zcta,50559,2022,,1.4,100,100,100,,100,Top 25% of geographies
zcta,72352,2022,,42.9,100,100,100,,,Top 25% of geographies
zcta,22711,2022,,78.5,100,100,100,,,Top 25% of geographies
zcta,44412,2022,,0.1,100,100,100,100,100,Top 25% of geographies
zcta,35032,2022,,7.7,100,100,100,,100,Top 25% of geographies
zcta,72340,2022,,80.6,100,100,100,,,Top 25% of geographies
zcta,77415,2022,,58,100,100,100,,,Top 25% of geographies
zcta,12075,2022,,2.5,100,100,100,,100,Top 25% of geographies
zcta,10975,2022,,70.3,100,100,100,,100,Top 25% of geographies
zcta,15051,2022,,10.5,100,100,100,,,Top 25% of geographies
zcta,19474,2022,,7,100,100,100,,,Top 25% of geographies
zcta,45353,2022,,9.3,100,100,100,,,Top 25% of geographies
zcta,23076,2022,,5.6,100,100,100,,,Top 25% of geographies
zcta,93437,2022,,15.2,100,100,100,100,100,Top 25% of geographies
zcta,38879,2022,,73.2,100,100,100,,,Top 25% of geographies
zcta,45469,2022,,26.2,100,100,100,,100,Top 25% of geographies
zcta,54946,2022,,1.9,100,100,100,,,Top 25% of geographies
zcta,21543,2022,,3.2,100,100,100,,,Top 25% of geographies
zcta,12768,2022,,3,100,100,100,,100,Top 25% of geographies
zcta,25206,2022,,7.2,100,100,100,,,Top 25% of geographies
zcta,06481,2022,,1.4,100,100,100,100,,Top 25% of geographies
zcta,25113,2022,,0.5,100,100,100,,,Top 25% of geographies
zcta,56724,2022,,0.9,100,100,100,100,,Top 25% of geographies
zcta,71659,2022,,100,100,,100,,,Top 25% of geographies
zcta,22976,2022,,9,100,100,100,,,Top 25% of geographies
zcta,12769,2022,,11,100,100,100,100,100,Top 25% of geographies
zcta,19436,2022,,3.5,100,100,100,,,Top 25% of geographies
zcta,20687,2022,,14.7,100,100,100,100,,Top 25% of geographies
zcta,23651,2022,,3.2,100,100,100,,100,Top 25% of geographies
zcta,27826,2022,,43.5,100,100,100,,,Top 25% of geographies
zcta,36792,2022,,4.3,100,100,100,,100,Top 25% of geographies
zcta,20670,2022,,10.2,100,100,100,,100,Top 25% of geographies
zcta,64065,2022,,8.1,100,100,100,,,Top 25% of geographies
zcta,72379,2022,,100,100,,100,,,Top 25% of geographies
zcta,76685,2022,,81.6,100,,100,,100,Top 25% of geographies
zcta,01245,2022,,0.4,100,100,100,100,100,Top 25% of geographies
zcta,46937,2022,,100,100,,100,,,Top 25% of geographies
zcta,55111,2022,,11,100,100,100,,,Top 25% of geographies
zcta,22476,2022,,68.1,100,100,100,,,Top 25% of geographies
zcta,10162,2022,,0.6,100,100,100,100,100,Top 25% of geographies
zcta,17223,2022,,1.3,100,100,100,,,Top 25% of geographies
zcta,15716,2022,,0.7,100,100,100,,100,Top 25% of geographies
zcta,13435,2022,,22.2,100,100,100,,,Top 25% of geographies
zcta,70752,2022,,13.5,100,100,100,,,Top 25% of geographies
zcta,61750,2022,,0.8,100,100,100,,,Top 25% of geographies
zcta,10578,2022,,2.7,100,100,100,100,100,Top 25% of geographies
zcta,27821,2022,,32.5,100,100,100,,,Top 25% of geographies
zcta,99034,2022,,0.5,100,100,100,,,Top 25% of geographies
zcta,20184,2022,,20.4,100,100,100,,100,Top 25% of geographies
zcta,61470,2022,,2.4,100,100,100,100,100,Top 25% of geographies
zcta,12733,2022,,29.4,100,100,100,,100,Top 25% of geographies
zcta,27556,2022,,75.6,100,100,100,,,Top 25% of geographies
zcta,71063,2022,,33,100,100,100,,100,Top 25% of geographies
zcta,03770,2022,,1.1,100,100,100,100,,Top 25% of geographies
zcta,24086,2022,,3.2,100,100,100,,,Top 25% of geographies
zcta,95431,2022,,15.8,100,100,100,100,100,Top 25% of geographies
zcta,51340,2022,,1.1,100,100,100,,,Top 25% of geographies
zcta,29122,2022,,30.7,100,100,100,,,Top 25% of geographies
zcta,08890,2022,,40.5,100,100,100,100,,Top 25% of geographies
zcta,13138,2022,,2.9,100,100,100,,,Top 25% of geographies
zcta,30284,2022,,100,100,,100,,,Top 25% of geographies
zcta,08340,2022,,4.6,100,100,100,,100,Top 25% of geographies
zcta,45864,2022,,1.3,100,100,100,,,Top 25% of geographies
zcta,70780,2022,,61.7,100,100,100,,,Top 25% of geographies
zcta,18929,2022,,0.2,100,100,100,100,100,Top 25% of geographies
zcta,27342,2022,,100,100,,100,,,Top 25% of geographies
zcta,71276,2022,,59.9,100,100,100,,,Top 25% of geographies
zcta,27827,2022,,5.7,100,100,100,,,Top 25% of geographies
zcta,05031,2022,,33.3,100,100,100,,,Top 25% of geographies
zcta,01254,2022,,4.5,100,100,100,100,100,Top 25% of geographies
zcta,15671,2022,,5.6,100,100,100,,,Top 25% of geographies
zcta,71079,2022,,3.9,100,100,100,,,Top 25% of geographies
zcta,36313,2022,,34.4,100,100,100,,,Top 25% of geographies
zcta,38070,2022,,80.6,100,100,100,,,Top 25% of geographies
zcta,14069,2022,,0.3,100,100,100,,100,Top 25% of geographies
zcta,14130,2022,,6.3,100,100,100,,,Top 25% of geographies
zcta,72346,2022,,18.5,100,100,100,,100,Top 25% of geographies
zcta,41838,2022,,1.3,100,100,100,,,Top 25% of geographies
zcta,89834,2022,,17.6,100,100,100,,100,Top 25% of geographies
zcta,26818,2022,,9.7,100,100,100,,,Top 25% of geographies
zcta,21077,2022,,30.5,100,100,100,,,Top 25% of geographies
zcta,55150,2022,,1.4,100,100,100,100,100,Top 25% of geographies
zcta,08561,2022,,3,100,100,100,,100,Top 25% of geographies
zcta,21840,2022,,3.5,100,100,100,,,Top 25% of geographies
zcta,61263,2022,,0.6,100,100,100,,100,Top 25% of geographies
zcta,23850,2022,,7.6,100,100,100,,100,Top 25% of geographies
zcta,73145,2022,,10,100,100,100,100,100,Top 25% of geographies
zcta,21865,2022,,11.7,100,100,100,100,,Top 25% of geographies
zcta,22529,2022,,80.6,100,100,100,,,Top 25% of geographies
zcta,63880,2022,,100,100,,100,,,Top 25% of geographies
zcta,12434,2022,,1.5,100,100,100,,100,Top 25% of geographies
zcta,23138,2022,,7.5,100,100,100,,100,Top 25% of geographies
zcta,20684,2022,,1.6,100,100,100,,,Top 25% of geographies
zcta,46508,2022,,4.5,100,100,100,,100,Top 25% of geographies
zcta,38733,2022,,48.6,100,100,100,,,Top 25% of geographies
zcta,72038,2022,,9.2,100,100,100,,,Top 25% of geographies
zcta,15358,2022,,1.8,100,100,100,,,Top 25% of geographies
zcta,29589,2022,,100,100,,100,,,Top 25% of geographies
zcta,07979,2022,,5.3,100,100,100,,,Top 25% of geographies
zcta,23032,2022,,6.7,100,100,100,,,Top 25% of geographies
zcta,07423,2022,,1.4,100,100,100,100,100,Top 25% of geographies
zcta,08020,2022,,4.8,100,100,100,100,100,Top 25% of geographies
zcta,12045,2022,,3,100,100,100,,,Top 25% of geographies
zcta,05254,2022,,1.8,100,100,100,,100,Top 25% of geographies
zcta,38943,2022,,47.7,100,100,100,,,Top 25% of geographies
zcta,60602,2022,,3.4,100,100,100,100,100,Top 25% of geographies
zcta,24129,2022,,100,100,,100,,,Top 25% of geographies
zcta,20617,2022,,19.2,100,100,100,,100,Top 25% of geographies
zcta,23667,2022,,50,100,100,100,,100,Top 25% of geographies
zcta,15422,2022,,11.8,100,100,100,,,Top 25% of geographies
zcta,15447,2022,,0.4,100,100,100,,,Top 25% of geographies
zcta,93634,2022,,41.4,100,100,100,,100,Top 25% of geographies
zcta,36115,2022,,12.9,100,100,100,100,100,Top 25% of geographies
zcta,70756,2022,,0.8,100,100,100,,,Top 25% of geographies
zcta,93563,2022,,23.9,100,100,100,,100,Top 25% of geographies
zcta,53295,2022,,29.3,100,100,100,,,Top 25% of geographies
zcta,98235,2022,,4.9,100,100,100,100,,Top 25% of geographies
zcta,30581,2022,,1.8,100,100,100,,100,Top 25% of geographies
zcta,15444,2022,,14.4,100,100,100,,100,Top 25% of geographies
zcta,41566,2022,,7.1,100,100,100,,,Top 25% of geographies
zcta,29079,2022,,100,100,,100,,,Top 25% of geographies
zcta,93665,2022,,30.6,100,100,100,,100,Top 25% of geographies
zcta,25287,2022,,1.5,100,100,100,,,Top 25% of geographies
zcta,15076,2022,,0.3,100,100,100,,,Top 25% of geographies
zcta,71758,2022,,5.2,100,100,100,,,Top 25% of geographies
zcta,70340,2022,,100,100,,100,,,Top 25% of geographies
zcta,70725,2022,,90.6,100,100,100,,,Top 25% of geographies
zcta,44555,2022,,9,100,100,100,,100,Top 25% of geographies
zcta,31333,2022,,44.8,100,100,100,,,Top 25% of geographies
zcta,17949,2022,,3.5,100,100,100,,,Top 25% of geographies
zcta,14302,2022,,51.9,100,100,100,,,Top 25% of geographies
zcta,01053,2022,,8.8,100,100,100,100,100,Top 25% of geographies
zcta,39348,2022,,96.7,100,100,100,,,Top 25% of geographies
zcta,96040,2022,,1.4,100,100,100,100,100,Top 25% of geographies
zcta,16868,2022,,0.4,100,100,100,100,,Top 25% of geographies
zcta,51631,2022,,4.1,100,100,100,,100,Top 25% of geographies
zcta,26138,2022,,40.4,100,100,100,,,Top 25% of geographies
zcta,93921,2022,,0.2,100,100,100,100,100,Top 25% of geographies
zcta,14788,2022,,59.6,100,100,100,,100,Top 25% of geographies
zcta,08821,2022,,3.9,100,100,100,100,,Top 25% of geographies
zcta,95007,2022,,2.5,100,100,100,,,Top 25% of geographies
zcta,78712,2022,,12.9,100,100,100,100,100,Top 25% of geographies
zcta,44815,2022,,0.4,100,100,100,,100,Top 25% of geographies
zcta,28424,2022,,45.7,100,100,100,,,Top 25% of geographies
zcta,71722,2022,,35,100,100,100,,,Top 25% of geographies
zcta,71066,2022,,100,100,,100,,,Top 25% of geographies
zcta,10545,2022,,6.4,100,100,100,100,100,Top 25% of geographies
zcta,18231,2022,,4.9,100,100,100,,100,Top 25% of geographies
zcta,88347,2022,,33.3,100,100,100,,100,Top 25% of geographies
zcta,80510,2022,,0.4,100,100,100,,100,Top 25% of geographies
zcta,20701,2022,,45.3,100,100,100,100,,Top 25% of geographies
zcta,52750,2022,,0.4,100,100,100,,,Top 25% of geographies
zcta,33848,2022,,14,100,100,100,,100,Top 25% of geographies
zcta,83414,2022,,4.6,100,100,100,,,Top 25% of geographies
zcta,12067,2022,,1,100,100,100,,,Top 25% of geographies
zcta,29836,2022,,61.2,100,100,100,,,Top 25% of geographies
zcta,22538,2022,,100,100,,100,,,Top 25% of geographies
zcta,32544,2022,,3.1,100,100,100,100,100,Top 25% of geographies
zcta,11962,2022,,14.2,100,100,100,100,100,Top 25% of geographies
zcta,41749,2022,,1.5,100,100,100,100,100,Top 25% of geographies
zcta,60141,2022,,37.1,100,100,100,,100,Top 25% of geographies
zcta,20620,2022,,10.7,100,100,100,100,100,Top 25% of geographies
zcta,35559,2022,,58.8,100,100,100,,,Top 25% of geographies
zcta,52341,2022,,0.8,100,100,100,,,Top 25% of geographies
zcta,08212,2022,,3.9,100,100,100,100,,Top 25% of geographies
zcta,13345,2022,,16,100,100,100,,,Top 25% of geographies
zcta,06336,2022,,19.4,100,100,100,,,Top 25% of geographies
zcta,21866,2022,,1.9,100,100,100,,100,Top 25% of geographies
zcta,15951,2022,,0.6,100,100,100,,100,Top 25% of geographies
zcta,36031,2022,,100,100,,100,,,Top 25% of geographies
zcta,72026,2022,,75.1,100,100,100,,,Top 25% of geographies
zcta,39885,2022,,78.9,100,100,100,,,Top 25% of geographies
zcta,78943,2022,,14.5,100,100,100,,100,Top 25% of geographies
zcta,38376,2022,,19.8,100,100,100,,,Top 25% of geographies
zcta,40058,2022,,50,100,100,100,,,Top 25% of geographies
zcta,20606,2022,,33.6,100,100,100,,,Top 25% of geographies
zcta,29543,2022,,38,100,100,100,,,Top 25% of geographies
zcta,21723,2022,,2.2,100,100,100,100,,Top 25% of geographies
zcta,22731,2022,,81.2,100,100,100,,100,Top 25% of geographies
zcta,79360,2022,,0.2,68.5,66,100,100,77.7,Bottom 25% of geographies
county,"Lake and Peninsula Borough, Alaska",2022,Alaska,2.2,68.5,87.1,100,31.4,100,Bottom 25% of geographies
zcta,04681,2022,,0.7,72.5,72.2,100,,100,Bottom 25% of geographies
zcta,78742,2022,,7,72.5,68.1,100,,64.2,Bottom 25% of geographies
zcta,99013,2022,,0.7,72.5,67.9,100,100,100,Bottom 25% of geographies
zcta,78101,2022,,1.2,76.5,86.7,100,,62.1,Bottom 25% of geographies
zcta,78140,2022,,0.5,76.5,77.6,100,,70.8,Bottom 25% of geographies
zcta,74365,2022,,0.2,76.5,88.3,100,100,78.3,Bottom 25% of geographies
zcta,46506,2022,,0.1,80.5,79.2,100,73.3,95.8,Bottom 25% of geographies
county,"Hoonah-Angoon Census Area, Alaska",2022,Alaska,0.4,80.5,94.1,100,100,76.5,Bottom 25% of geographies
zcta,82201,2022,,0.7,80.5,85.3,100,,25.7,Bottom 25% of geographies
zcta,49066,2022,,1.2,80.5,79,100,,100,Bottom 25% of geographies
zcta,78141,2022,,0.2,80.5,83.2,100,,55.1,Bottom 25% of geographies
zcta,36539,2022,,1.6,80.5,78.4,100,,0,Bottom 25% of geographies
zcta,28006,2022,,2.8,80.5,81,100,100,100,Bottom 25% of geographies
zcta,47160,2022,,2.6,80.5,80,100,,,Bottom 25% of geographies
zcta,30633,2022,,1.7,80.5,79.1,100,,79,Bottom 25% of geographies
zcta,16404,2022,,0.8,80.5,78.9,100,100,80.8,Bottom 25% of geographies
zcta,24087,2022,,2.5,84.5,93.2,100,,28.7,Bottom 25% of geographies
zcta,64831,2022,,0.2,84.5,86.2,100,75.5,69.4,Bottom 25% of geographies
zcta,79244,2022,,3.2,84.5,84.3,100,,84.1,Bottom 25% of geographies
zcta,22853,2022,,0.5,84.5,84.5,100,50,73.5,Bottom 25% of geographies
zcta,78379,2022,,2.7,84.5,82,100,100,77.6,Bottom 25% of geographies
zcta,26050,2022,,0.7,84.5,86.4,100,0,,Bottom 25% of geographies
county,"Aransas County, Texas",2022,Texas,0.8,84.5,87.6,100,100,73.8,Bottom 25% of geographies
zcta,76561,2022,,0.3,84.5,83.1,100,100,80.1,Bottom 25% of geographies
county,"Garfield County, Montana",2022,Montana,1.1,84.5,84.1,100,,,Bottom 25% of geographies
zcta,78013,2022,,0.3,84.5,89.3,100,,69.5,Bottom 25% of geographies
zcta,77577,2022,,5.6,84.5,88,100,,58.6,Bottom 25% of geographies
zcta,97833,2022,,1.1,88.5,87.3,100,100,92.3,Bottom 25% of geographies
zcta,65708,2022,,0.2,88.5,90.5,100,100,81.7,Bottom 25% of geographies
zcta,65552,2022,,0.8,88.5,88.8,100,,,Bottom 25% of geographies
zcta,72178,2022,,3.8,88.5,88,100,,,Bottom 25% of geographies
zcta,81123,2022,,3.2,88.5,91.6,100,76.1,78.6,Bottom 25% of geographies
zcta,84084,2022,,1.6,88.5,91.7,100,99.2,76.9,Bottom 25% of geographies
zcta,17062,2022,,0.1,88.5,88.2,100,100,89.7,Bottom 25% of geographies
zcta,97378,2022,,2.5,88.5,88,100,100,97.9,Bottom 25% of geographies
zcta,47265,2022,,1,88.5,88.3,100,58.5,71.2,Bottom 25% of geographies
zcta,24479,2022,,0.6,88.5,88.6,100,,100,Bottom 25% of geographies
county,"Cloud County, Kansas",2022,Kansas,0.9,88.5,88.9,100,,63.7,26-50% of geographies
zcta,08887,2022,,5.7,88.5,95.4,100,100,57.5,Bottom 25% of geographies
zcta,04848,2022,,0.2,88.5,88.2,100,,100,Bottom 25% of geographies
county,"Gosper County, Nebraska",2022,Nebraska,0.3,88.5,88.5,100,,93.8,26-50% of geographies
zcta,97040,2022,,0.5,88.5,92.5,100,100,76.3,Bottom 25% of geographies
zcta,27350,2022,,0.2,88.5,88.2,100,100,65.8,Bottom 25% of geographies
zcta,92802,2022,,2.6,88.5,88.9,100,93.9,86,Bottom 25% of geographies
county,"Barton County, Missouri",2022,Missouri,0.3,88.5,88.7,100,100,77.7,26-50% of geographies
zcta,57349,2022,,0.5,88.5,88.7,100,100,80.6,Bottom 25% of geographies
zcta,80735,2022,,0.9,88.5,87.5,100,,72.3,Bottom 25% of geographies
zcta,21719,2022,,3,88.5,88.1,100,100,100,Bottom 25% of geographies
zcta,54638,2022,,0.4,88.5,88,100,100,100,Bottom 25% of geographies
zcta,82636,2022,,1.5,88.5,87.2,100,100,89.7,Bottom 25% of geographies
county,"Adair County, Kentucky",2022,Kentucky,1.6,92.5,92.5,100,100,77.6,51-75% of geographies
county,"Ripley County, Indiana",2022,Indiana,0.3,92.5,92.6,100,69.1,90.4,51-75% of geographies
zcta,85624,2022,,1.1,92.5,95.4,100,100,85.6,26-50% of geographies
zcta,08828,2022,,5,92.5,91.6,100,100,91.5,26-50% of geographies
zcta,05857,2022,,1.3,92.5,91.8,100,100,100,26-50% of geographies
zcta,48811,2022,,12.3,92.5,93.3,100,100,100,26-50% of geographies
county,"Cuming County, Nebraska",2022,Nebraska,0.4,92.5,94.6,100,100,69.8,51-75% of geographies
county,"Decatur County, Kansas",2022,Kansas,1,92.5,92.5,100,100,91,51-75% of geographies
county,"Florence County, Wisconsin",2022,Wisconsin,0.4,92.5,92.8,100,,100,51-75% of geographies
zcta,06018,2022,,5.4,92.5,91.2,100,,64.5,26-50% of geographies
zcta,66092,2022,,0.2,92.5,92.1,100,100,87.1,26-50% of geographies
county,"Randolph County, Arkansas",2022,Arkansas,1.4,92.5,93.1,100,49.2,85.3,51-75% of geographies
zcta,42164,2022,,1,92.5,92.5,100,,72.2,26-50% of geographies
zcta,47932,2022,,0.3,92.5,93.7,100,24.1,72.5,26-50% of geographies
zcta,16946,2022,,1.5,92.5,92.3,100,,100,26-50% of geographies
county,"Walsh County, North Dakota",2022,North Dakota,0.8,92.5,94.6,100,100,75.3,51-75% of geographies
zcta,41139,2022,,0.7,92.5,92.4,100,100,100,26-50% of geographies
zcta,62341,2022,,1.3,92.5,92.6,100,100,100,26-50% of geographies
zcta,93514,2022,,0.8,92.5,94.3,100,100,88.3,26-50% of geographies
zcta,02838,2022,,0.2,92.5,99,100,100,100,26-50% of geographies
zcta,04668,2022,,0.1,92.5,95.8,100,100,100,26-50% of geographies
zcta,22623,2022,,15,92.5,90.9,100,100,,26-50% of geographies
zcta,55735,2022,,0.2,92.5,92.7,100,100,81.3,26-50% of geographies
zcta,65631,2022,,0.3,92.5,92.6,100,0,97.5,26-50% of geographies
zcta,12843,2022,,1.5,92.5,92.3,100,,,26-50% of geographies
zcta,85356,2022,,0,92.5,91.9,100,100,81.3,26-50% of geographies
zcta,12993,2022,,0.6,92.5,92.3,100,100,100,26-50% of geographies
zcta,49256,2022,,0.1,92.5,92.4,100,100,92.3,26-50% of geographies
zcta,96002,2022,,1.2,92.5,92.7,100,92.6,88.2,26-50% of geographies
zcta,17772,2022,,0.3,92.5,92,100,100,100,26-50% of geographies
zcta,71842,2022,,0.9,92.5,98.5,100,100,79.8,26-50% of geographies
zcta,43164,2022,,0.5,92.5,92.4,100,100,74.2,26-50% of geographies
zcta,55935,2022,,0.2,92.5,94.2,100,100,19,26-50% of geographies
zcta,59301,2022,,0.2,92.5,92.5,100,100,98.8,26-50% of geographies
zcta,72519,2022,,7.5,92.5,95,100,100,91.6,26-50% of geographies
zcta,84331,2022,,1.3,92.5,93.3,100,,16.7,26-50% of geographies
zcta,37826,2022,,4,92.5,93.2,100,81.7,41.1,26-50% of geographies
zcta,95358,2022,,1.3,92.5,93.5,100,90.9,90.8,26-50% of geographies
county,"Juab County, Utah",2022,Utah,0.6,92.5,93.1,100,100,99,51-75% of geographies
zcta,44612,2022,,1.1,92.5,92.2,100,,100,26-50% of geographies
zcta,95422,2022,,4.2,92.5,93.8,100,100,86,26-50% of geographies
zcta,62999,2022,,0.4,92.5,92.2,100,,100,26-50% of geographies
zcta,37854,2022,,0.5,92.5,92.9,100,100,63.2,26-50% of geographies
zcta,97396,2022,,0.1,92.5,92.7,100,42.9,94.8,26-50% of geographies
zcta,08904,2022,,6.9,92.5,94.7,100,95.2,76,26-50% of geographies
zcta,46070,2022,,0.5,92.5,92.2,100,,73.2,26-50% of geographies
zcta,93907,2022,,1.7,92.5,95.9,100,97.5,89.5,26-50% of geographies
zcta,56446,2022,,0.1,92.5,91.6,100,100,91.4,26-50% of geographies
zcta,72063,2022,,0.3,92.5,92.5,100,,,26-50% of geographies
zcta,04238,2022,,0.8,92.5,92.3,100,,100,26-50% of geographies
zcta,68064,2022,,1.2,92.5,93.1,100,,100,26-50% of geographies
zcta,95005,2022,,0.4,92.5,93.9,100,100,93.3,26-50% of geographies
county,"Colfax County, New Mexico",2022,New Mexico,0.8,92.5,93.8,100,100,91.9,51-75% of geographies
zcta,03768,2022,,0.4,92.5,92,100,100,83.3,26-50% of geographies
county,"Rock County, Nebraska",2022,Nebraska,0.6,92.5,92.3,100,,100,51-75% of geographies
zcta,05343,2022,,2,96.5,96.3,100,,,51-75% of geographies
zcta,12173,2022,,0.8,96.5,95.9,100,,100,51-75% of geographies
zcta,46103,2022,,0.5,96.5,96.5,100,,,51-75% of geographies
zcta,46216,2022,,37.4,96.5,93.6,100,,100,51-75% of geographies
zcta,45768,2022,,2.6,96.5,96.3,100,,100,51-75% of geographies
zcta,14550,2022,,1.2,96.5,96.4,100,,100,51-75% of geographies
zcta,50423,2022,,0.3,96.5,97.9,100,100,92.3,51-75% of geographies
zcta,67439,2022,,5.4,96.5,98.5,100,100,97,51-75% of geographies
zcta,18433,2022,,0.2,96.5,96.3,100,100,100,51-75% of geographies
zcta,49461,2022,,1,96.5,96.3,100,100,95.1,51-75% of geographies
zcta,04863,2022,,0.5,96.5,96.5,100,,100,51-75% of geographies
zcta,56334,2022,,0.7,96.5,96.9,100,100,100,51-75% of geographies
zcta,15610,2022,,0.5,96.5,96.8,100,,,51-75% of geographies
zcta,62355,2022,,0.1,96.5,96.3,100,,100,51-75% of geographies
zcta,60467,2022,,5.1,96.5,96.9,100,94.9,84.1,51-75% of geographies
zcta,37085,2022,,4.8,96.5,97.8,100,0,90,51-75% of geographies
zcta,14481,2022,,0.2,96.5,96.6,100,100,100,51-75% of geographies
zcta,54865,2022,,2.4,96.5,96.3,100,,,51-75% of geographies
zcta,92106,2022,,2.4,96.5,96,100,93.5,100,51-75% of geographies
zcta,06029,2022,,4.5,96.5,96.6,100,92.7,98.8,51-75% of geographies
zcta,25832,2022,,1.8,96.5,97.5,100,100,100,51-75% of geographies
zcta,95675,2022,,8.8,96.5,100,100,,100,51-75% of geographies
zcta,14005,2022,,0.1,96.5,97,100,,86.2,51-75% of geographies
zcta,25043,2022,,0.2,96.5,96.5,100,,100,51-75% of geographies
zcta,06266,2022,,4.8,96.5,96.1,100,100,100,51-75% of geographies
zcta,50327,2022,,4,96.5,96.9,100,83.4,96.9,51-75% of geographies
zcta,23833,2022,,8.3,96.5,96.1,100,,100,51-75% of geographies
zcta,64499,2022,,0.9,96.5,96.3,100,,,51-75% of geographies
zcta,22625,2022,,2.5,96.5,97.1,100,,53.7,51-75% of geographies
zcta,95682,2022,,0.5,96.5,96.5,100,91.2,95.7,51-75% of geographies
zcta,94080,2022,,1.9,96.5,97.7,100,97.5,94,51-75% of geographies
zcta,01731,2022,,2.5,96.5,100,100,76.6,100,51-75% of geographies
zcta,17728,2022,,0.5,96.5,96.4,100,100,95.1,51-75% of geographies
zcta,15332,2022,,0.8,96.5,96.5,100,90.3,43.4,51-75% of geographies
zcta,81507,2022,,0.3,96.5,96.7,100,93.1,93,51-75% of geographies
zcta,45113,2022,,0.1,96.5,96.2,100,,100,51-75% of geographies
county,"Madison County, Iowa",2022,Iowa,1.3,96.5,96.5,100,100,100,Top 25% of geographies
zcta,95979,2022,,11.5,96.5,95.6,100,100,100,51-75% of geographies
zcta,80530,2022,,0.1,96.5,96.5,100,100,95.3,51-75% of geographies
zcta,16254,2022,,0.9,96.5,96.4,100,100,100,51-75% of geographies
zcta,12184,2022,,0.4,96.5,96.7,100,100,95.7,51-75% of geographies
zcta,53007,2022,,6.2,96.5,96.3,100,92,100,51-75% of geographies
zcta,48466,2022,,3.8,96.5,96.2,100,100,100,51-75% of geographies
zcta,46936,2022,,0.4,96.5,96.4,100,100,100,51-75% of geographies
zcta,53170,2022,,2.2,96.5,96.1,100,,100,51-75% of geographies
